id,name,age,gender,citizenship,birth_country,residency_years,approving_authority,criminal_record,is_disqualified,vaccination_status,sponsor,club,region,Birth_Date,Education_Level,Stroke,Rank1_Count,Rank2_Count,Rank3_Count,Rank4_Count,Rank5_Count,Historical_Records
SWM8338,Swimmer_SWM8338,21,Women,AUS,AUS,21,,Minor Violation,False,Not Vaccinated,Speedo,Club_BRI,BRI,2003-06-05,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8338,Swimmer_SWM8338,21,Women,AUS,AUS,21,,Minor Violation,False,Not Vaccinated,Speedo,Club_BRI,BRI,2003-06-05,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8338,Swimmer_SWM8338,21,Women,AUS,AUS,21,,Minor Violation,False,Not Vaccinated,Speedo,Club_BRI,BRI,2003-06-05,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM7491,Swimmer_SWM7491,22,Men,GBR,GBR,22,,Major Violation,True,Not Vaccinated,TYR Sport,Club_BIR,BIR,2003-02-19,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7491,Swimmer_SWM7491,22,Men,GBR,GBR,22,,Major Violation,True,Not Vaccinated,TYR Sport,Club_BIR,BIR,2003-02-19,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM7491,Swimmer_SWM7491,22,Men,GBR,GBR,22,,Major Violation,True,Not Vaccinated,TYR Sport,Club_BIR,BIR,2003-02-19,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7491,Swimmer_SWM7491,22,Men,GBR,GBR,22,,Major Violation,True,Not Vaccinated,TYR Sport,Club_BIR,BIR,2003-02-19,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7491,Swimmer_SWM7491,22,Men,GBR,GBR,22,,Major Violation,True,Not Vaccinated,TYR Sport,Club_BIR,BIR,2003-02-19,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM6094,Swimmer_SWM6094,29,Women,USA,USA,29,,Major Violation,True,Exemption,Arena,Club_NYC,NYC,1995-12-13,MBA,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM6094,Swimmer_SWM6094,29,Women,USA,USA,29,,Major Violation,True,Exemption,Arena,Club_NYC,NYC,1995-12-13,MBA,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM6094,Swimmer_SWM6094,29,Women,USA,USA,29,,Major Violation,True,Exemption,Arena,Club_NYC,NYC,1995-12-13,MBA,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM6094,Swimmer_SWM6094,29,Women,USA,USA,29,,Major Violation,True,Exemption,Arena,Club_NYC,NYC,1995-12-13,MBA,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM6094,Swimmer_SWM6094,29,Women,USA,USA,29,,Major Violation,True,Exemption,Arena,Club_NYC,NYC,1995-12-13,MBA,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM3817,Swimmer_SWM3817,15,Men,AUS,AUS,15,,Major Violation,True,Partially Vaccinated,None,Club_SYD,SYD,2009-08-21,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3817,Swimmer_SWM3817,15,Men,AUS,AUS,15,,Major Violation,True,Partially Vaccinated,None,Club_SYD,SYD,2009-08-21,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM3817,Swimmer_SWM3817,15,Men,AUS,AUS,15,,Major Violation,True,Partially Vaccinated,None,Club_SYD,SYD,2009-08-21,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3817,Swimmer_SWM3817,15,Men,AUS,AUS,15,,Major Violation,True,Partially Vaccinated,None,Club_SYD,SYD,2009-08-21,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM3817,Swimmer_SWM3817,15,Men,AUS,AUS,15,,Major Violation,True,Partially Vaccinated,None,Club_SYD,SYD,2009-08-21,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM2360,Swimmer_SWM2360,17,Men,CAN,CAN,17,,Minor Violation,False,Exemption,Speedo,Club_MTL,MTL,2007-05-28,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2360,Swimmer_SWM2360,17,Men,CAN,CAN,17,,Minor Violation,False,Exemption,Speedo,Club_MTL,MTL,2007-05-28,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM2360,Swimmer_SWM2360,17,Men,CAN,CAN,17,,Minor Violation,False,Exemption,Speedo,Club_MTL,MTL,2007-05-28,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2360,Swimmer_SWM2360,17,Men,CAN,CAN,17,,Minor Violation,False,Exemption,Speedo,Club_MTL,MTL,2007-05-28,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2360,Swimmer_SWM2360,17,Men,CAN,CAN,17,,Minor Violation,False,Exemption,Speedo,Club_MTL,MTL,2007-05-28,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8406,Swimmer_SWM8406,25,Men,AUS,AUS,25,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,1999-11-01,MBA,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8406,Swimmer_SWM8406,25,Men,AUS,AUS,25,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,1999-11-01,MBA,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8406,Swimmer_SWM8406,25,Men,AUS,AUS,25,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,1999-11-01,MBA,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8406,Swimmer_SWM8406,25,Men,AUS,AUS,25,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,1999-11-01,MBA,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8406,Swimmer_SWM8406,25,Men,AUS,AUS,25,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,1999-11-01,MBA,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM9555,Swimmer_SWM9555,21,Women,CHN,JPN,3,Regional Authority,None,False,Fully Vaccinated,None,Club_BEJ,BEJ,2004-03-09,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9555,Swimmer_SWM9555,21,Women,CHN,JPN,3,Regional Authority,None,False,Fully Vaccinated,None,Club_BEJ,BEJ,2004-03-09,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM9555,Swimmer_SWM9555,21,Women,CHN,JPN,3,Regional Authority,None,False,Fully Vaccinated,None,Club_BEJ,BEJ,2004-03-09,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9555,Swimmer_SWM9555,21,Women,CHN,JPN,3,Regional Authority,None,False,Fully Vaccinated,None,Club_BEJ,BEJ,2004-03-09,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM9555,Swimmer_SWM9555,21,Women,CHN,JPN,3,Regional Authority,None,False,Fully Vaccinated,None,Club_BEJ,BEJ,2004-03-09,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM2094,Swimmer_SWM2094,14,Women,USA,USA,14,,Multiple Violations,True,Exemption,Nike Swimming,Club_LA,LA,2010-06-13,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2094,Swimmer_SWM2094,14,Women,USA,USA,14,,Multiple Violations,True,Exemption,Nike Swimming,Club_LA,LA,2010-06-13,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM2094,Swimmer_SWM2094,14,Women,USA,USA,14,,Multiple Violations,True,Exemption,Nike Swimming,Club_LA,LA,2010-06-13,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2094,Swimmer_SWM2094,14,Women,USA,USA,14,,Multiple Violations,True,Exemption,Nike Swimming,Club_LA,LA,2010-06-13,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2094,Swimmer_SWM2094,14,Women,USA,USA,14,,Multiple Violations,True,Exemption,Nike Swimming,Club_LA,LA,2010-06-13,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4522,Swimmer_SWM4522,31,Men,AUS,AUS,31,,Multiple Violations,True,Exemption,None,Club_MEL,MEL,1994-02-17,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4522,Swimmer_SWM4522,31,Men,AUS,AUS,31,,Multiple Violations,True,Exemption,None,Club_MEL,MEL,1994-02-17,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4522,Swimmer_SWM4522,31,Men,AUS,AUS,31,,Multiple Violations,True,Exemption,None,Club_MEL,MEL,1994-02-17,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4522,Swimmer_SWM4522,31,Men,AUS,AUS,31,,Multiple Violations,True,Exemption,None,Club_MEL,MEL,1994-02-17,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4522,Swimmer_SWM4522,31,Men,AUS,AUS,31,,Multiple Violations,True,Exemption,None,Club_MEL,MEL,1994-02-17,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM1546,Swimmer_SWM1546,34,Women,CHN,CHN,34,,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_BEJ,BEJ,1990-07-14,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1546,Swimmer_SWM1546,34,Women,CHN,CHN,34,,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_BEJ,BEJ,1990-07-14,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM1546,Swimmer_SWM1546,34,Women,CHN,CHN,34,,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_BEJ,BEJ,1990-07-14,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1546,Swimmer_SWM1546,34,Women,CHN,CHN,34,,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_BEJ,BEJ,1990-07-14,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1546,Swimmer_SWM1546,34,Women,CHN,CHN,34,,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_BEJ,BEJ,1990-07-14,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8855,Swimmer_SWM8855,21,Women,GBR,CAN,2,FINA,Major Violation,True,Partially Vaccinated,None,Club_BIR,BIR,2003-10-24,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8855,Swimmer_SWM8855,21,Women,GBR,CAN,2,FINA,Major Violation,True,Partially Vaccinated,None,Club_BIR,BIR,2003-10-24,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8855,Swimmer_SWM8855,21,Women,GBR,CAN,2,FINA,Major Violation,True,Partially Vaccinated,None,Club_BIR,BIR,2003-10-24,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8855,Swimmer_SWM8855,21,Women,GBR,CAN,2,FINA,Major Violation,True,Partially Vaccinated,None,Club_BIR,BIR,2003-10-24,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8855,Swimmer_SWM8855,21,Women,GBR,CAN,2,FINA,Major Violation,True,Partially Vaccinated,None,Club_BIR,BIR,2003-10-24,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM5299,Swimmer_SWM5299,16,Women,AUS,AUS,16,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,2009-02-11,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5299,Swimmer_SWM5299,16,Women,AUS,AUS,16,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,2009-02-11,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM5299,Swimmer_SWM5299,16,Women,AUS,AUS,16,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,2009-02-11,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5299,Swimmer_SWM5299,16,Women,AUS,AUS,16,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,2009-02-11,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5299,Swimmer_SWM5299,16,Women,AUS,AUS,16,,Multiple Violations,True,Partially Vaccinated,Arena,Club_MEL,MEL,2009-02-11,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8788,Swimmer_SWM8788,34,Men,JPN,JPN,34,,Multiple Violations,True,Exemption,Nike Swimming,Club_TOK,TOK,1990-11-01,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8788,Swimmer_SWM8788,34,Men,JPN,JPN,34,,Multiple Violations,True,Exemption,Nike Swimming,Club_TOK,TOK,1990-11-01,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8788,Swimmer_SWM8788,34,Men,JPN,JPN,34,,Multiple Violations,True,Exemption,Nike Swimming,Club_TOK,TOK,1990-11-01,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8788,Swimmer_SWM8788,34,Men,JPN,JPN,34,,Multiple Violations,True,Exemption,Nike Swimming,Club_TOK,TOK,1990-11-01,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8788,Swimmer_SWM8788,34,Men,JPN,JPN,34,,Multiple Violations,True,Exemption,Nike Swimming,Club_TOK,TOK,1990-11-01,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4174,Swimmer_SWM4174,23,Women,AUS,GBR,9,Regional Authority,Multiple Violations,True,Fully Vaccinated,Arena,Club_MEL,MEL,2001-08-25,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4174,Swimmer_SWM4174,23,Women,AUS,GBR,9,Regional Authority,Multiple Violations,True,Fully Vaccinated,Arena,Club_MEL,MEL,2001-08-25,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4174,Swimmer_SWM4174,23,Women,AUS,GBR,9,Regional Authority,Multiple Violations,True,Fully Vaccinated,Arena,Club_MEL,MEL,2001-08-25,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4174,Swimmer_SWM4174,23,Women,AUS,GBR,9,Regional Authority,Multiple Violations,True,Fully Vaccinated,Arena,Club_MEL,MEL,2001-08-25,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4174,Swimmer_SWM4174,23,Women,AUS,GBR,9,Regional Authority,Multiple Violations,True,Fully Vaccinated,Arena,Club_MEL,MEL,2001-08-25,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM1110,Swimmer_SWM1110,13,Men,AUS,AUS,13,,Minor Violation,False,Exemption,None,Club_SYD,SYD,2011-08-27,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1110,Swimmer_SWM1110,13,Men,AUS,AUS,13,,Minor Violation,False,Exemption,None,Club_SYD,SYD,2011-08-27,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM1110,Swimmer_SWM1110,13,Men,AUS,AUS,13,,Minor Violation,False,Exemption,None,Club_SYD,SYD,2011-08-27,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1110,Swimmer_SWM1110,13,Men,AUS,AUS,13,,Minor Violation,False,Exemption,None,Club_SYD,SYD,2011-08-27,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1110,Swimmer_SWM1110,13,Men,AUS,AUS,13,,Minor Violation,False,Exemption,None,Club_SYD,SYD,2011-08-27,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8648,Swimmer_SWM8648,18,Men,AUS,AUS,18,,Multiple Violations,True,Exemption,None,Club_SYD,SYD,2006-05-06,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8648,Swimmer_SWM8648,18,Men,AUS,AUS,18,,Multiple Violations,True,Exemption,None,Club_SYD,SYD,2006-05-06,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8648,Swimmer_SWM8648,18,Men,AUS,AUS,18,,Multiple Violations,True,Exemption,None,Club_SYD,SYD,2006-05-06,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8648,Swimmer_SWM8648,18,Men,AUS,AUS,18,,Multiple Violations,True,Exemption,None,Club_SYD,SYD,2006-05-06,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8648,Swimmer_SWM8648,18,Men,AUS,AUS,18,,Multiple Violations,True,Exemption,None,Club_SYD,SYD,2006-05-06,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM5037,Swimmer_SWM5037,14,Women,CHN,CHN,14,,Multiple Violations,True,Partially Vaccinated,Speedo,Club_GUA,GUA,2010-08-31,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5037,Swimmer_SWM5037,14,Women,CHN,CHN,14,,Multiple Violations,True,Partially Vaccinated,Speedo,Club_GUA,GUA,2010-08-31,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM5037,Swimmer_SWM5037,14,Women,CHN,CHN,14,,Multiple Violations,True,Partially Vaccinated,Speedo,Club_GUA,GUA,2010-08-31,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5037,Swimmer_SWM5037,14,Women,CHN,CHN,14,,Multiple Violations,True,Partially Vaccinated,Speedo,Club_GUA,GUA,2010-08-31,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5037,Swimmer_SWM5037,14,Women,CHN,CHN,14,,Multiple Violations,True,Partially Vaccinated,Speedo,Club_GUA,GUA,2010-08-31,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM5390,Swimmer_SWM5390,20,Women,GBR,GBR,20,,Major Violation,True,Partially Vaccinated,Nike Swimming,Club_LON,LON,2005-01-04,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5390,Swimmer_SWM5390,20,Women,GBR,GBR,20,,Major Violation,True,Partially Vaccinated,Nike Swimming,Club_LON,LON,2005-01-04,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM5390,Swimmer_SWM5390,20,Women,GBR,GBR,20,,Major Violation,True,Partially Vaccinated,Nike Swimming,Club_LON,LON,2005-01-04,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5390,Swimmer_SWM5390,20,Women,GBR,GBR,20,,Major Violation,True,Partially Vaccinated,Nike Swimming,Club_LON,LON,2005-01-04,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM5390,Swimmer_SWM5390,20,Women,GBR,GBR,20,,Major Violation,True,Partially Vaccinated,Nike Swimming,Club_LON,LON,2005-01-04,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4972,Swimmer_SWM4972,13,Men,CHN,CHN,13,,Major Violation,True,Partially Vaccinated,None,Club_BEJ,BEJ,2012-02-29,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4972,Swimmer_SWM4972,13,Men,CHN,CHN,13,,Major Violation,True,Partially Vaccinated,None,Club_BEJ,BEJ,2012-02-29,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4972,Swimmer_SWM4972,13,Men,CHN,CHN,13,,Major Violation,True,Partially Vaccinated,None,Club_BEJ,BEJ,2012-02-29,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4972,Swimmer_SWM4972,13,Men,CHN,CHN,13,,Major Violation,True,Partially Vaccinated,None,Club_BEJ,BEJ,2012-02-29,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4972,Swimmer_SWM4972,13,Men,CHN,CHN,13,,Major Violation,True,Partially Vaccinated,None,Club_BEJ,BEJ,2012-02-29,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8752,Swimmer_SWM8752,26,Women,JPN,AUS,7,FINA,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_TOK,TOK,1998-12-16,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8752,Swimmer_SWM8752,26,Women,JPN,AUS,7,FINA,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_TOK,TOK,1998-12-16,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8752,Swimmer_SWM8752,26,Women,JPN,AUS,7,FINA,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_TOK,TOK,1998-12-16,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8752,Swimmer_SWM8752,26,Women,JPN,AUS,7,FINA,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_TOK,TOK,1998-12-16,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8752,Swimmer_SWM8752,26,Women,JPN,AUS,7,FINA,Minor Violation,False,Not Vaccinated,Nike Swimming,Club_TOK,TOK,1998-12-16,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM7225,Swimmer_SWM7225,15,Men,JPN,JPN,15,,Major Violation,True,Exemption,Nike Swimming,Club_TOK,TOK,2010-01-21,High School,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7225,Swimmer_SWM7225,15,Men,JPN,JPN,15,,Major Violation,True,Exemption,Nike Swimming,Club_TOK,TOK,2010-01-21,High School,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM7225,Swimmer_SWM7225,15,Men,JPN,JPN,15,,Major Violation,True,Exemption,Nike Swimming,Club_TOK,TOK,2010-01-21,High School,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7225,Swimmer_SWM7225,15,Men,JPN,JPN,15,,Major Violation,True,Exemption,Nike Swimming,Club_TOK,TOK,2010-01-21,High School,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM7225,Swimmer_SWM7225,15,Men,JPN,JPN,15,,Major Violation,True,Exemption,Nike Swimming,Club_TOK,TOK,2010-01-21,High School,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4984,Swimmer_SWM4984,19,Men,USA,GBR,7,National Federation,Minor Violation,False,Not Vaccinated,None,Club_CHI,CHI,2005-07-09,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4984,Swimmer_SWM4984,19,Men,USA,GBR,7,National Federation,Minor Violation,False,Not Vaccinated,None,Club_CHI,CHI,2005-07-09,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4984,Swimmer_SWM4984,19,Men,USA,GBR,7,National Federation,Minor Violation,False,Not Vaccinated,None,Club_CHI,CHI,2005-07-09,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4984,Swimmer_SWM4984,19,Men,USA,GBR,7,National Federation,Minor Violation,False,Not Vaccinated,None,Club_CHI,CHI,2005-07-09,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4984,Swimmer_SWM4984,19,Men,USA,GBR,7,National Federation,Minor Violation,False,Not Vaccinated,None,Club_CHI,CHI,2005-07-09,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8931,Swimmer_SWM8931,31,Men,USA,CHN,9,Regional Authority,Major Violation,True,Exemption,Arena,Club_LA,LA,1993-05-12,MBA,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8931,Swimmer_SWM8931,31,Men,USA,CHN,9,Regional Authority,Major Violation,True,Exemption,Arena,Club_LA,LA,1993-05-12,MBA,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8931,Swimmer_SWM8931,31,Men,USA,CHN,9,Regional Authority,Major Violation,True,Exemption,Arena,Club_LA,LA,1993-05-12,MBA,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8931,Swimmer_SWM8931,31,Men,USA,CHN,9,Regional Authority,Major Violation,True,Exemption,Arena,Club_LA,LA,1993-05-12,MBA,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8931,Swimmer_SWM8931,31,Men,USA,CHN,9,Regional Authority,Major Violation,True,Exemption,Arena,Club_LA,LA,1993-05-12,MBA,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4885,Swimmer_SWM4885,29,Men,CHN,CHN,29,,Minor Violation,False,Not Vaccinated,None,Club_SHA,SHA,1995-09-25,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4885,Swimmer_SWM4885,29,Men,CHN,CHN,29,,Minor Violation,False,Not Vaccinated,None,Club_SHA,SHA,1995-09-25,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM4885,Swimmer_SWM4885,29,Men,CHN,CHN,29,,Minor Violation,False,Not Vaccinated,None,Club_SHA,SHA,1995-09-25,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4885,Swimmer_SWM4885,29,Men,CHN,CHN,29,,Minor Violation,False,Not Vaccinated,None,Club_SHA,SHA,1995-09-25,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM4885,Swimmer_SWM4885,29,Men,CHN,CHN,29,,Minor Violation,False,Not Vaccinated,None,Club_SHA,SHA,1995-09-25,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8124,Swimmer_SWM8124,19,Women,CAN,CAN,19,,Minor Violation,False,Not Vaccinated,Speedo,Club_TOR,TOR,2006-01-14,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8124,Swimmer_SWM8124,19,Women,CAN,CAN,19,,Minor Violation,False,Not Vaccinated,Speedo,Club_TOR,TOR,2006-01-14,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
